p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
0.000000e+00,5.000000e-04,0.000000e+00,1.837000e-01,9.790000e-02
0.000000e+00,6.608104e-04,0.000000e+00,2.436000e-01,1.290000e-01
0.000000e+00,8.733407e-04,0.000000e+00,3.206000e-01,1.660000e-01
0.000000e+00,1.154225e-03,0.000000e+00,4.181000e-01,2.156000e-01
0.000000e+00,1.525448e-03,0.000000e+00,5.527000e-01,2.722000e-01
0.000000e+00,2.016064e-03,0.000000e+00,7.241000e-01,3.407000e-01
0.000000e+00,2.664471e-03,0.000000e+00,9.360000e-01,4.189000e-01
0.000000e+00,3.521421e-03,0.000000e+00,1.251800e+00,5.100000e-01
0.000000e+00,4.653982e-03,0.000000e+00,1.664300e+00,6.119000e-01
0.000000e+00,6.150800e-03,4.000000e-04,2.204700e+00,7.244000e-01
0.000000e+00,8.129024e-03,7.000000e-04,2.866800e+00,8.129000e-01
0.000000e+00,1.074349e-02,1.500000e-03,3.808700e+00,8.952000e-01
0.000000e+00,1.419882e-02,4.000000e-03,4.956400e+00,9.463000e-01
0.000000e+00,1.876545e-02,8.300000e-03,6.406600e+00,9.793000e-01
0.000000e+00,2.480081e-02,1.640000e-02,8.378200e+00,9.953000e-01
0.000000e+00,3.277726e-02,4.000000e-02,1.088350e+01,9.994000e-01
0.000000e+00,4.331910e-02,7.690000e-02,1.389210e+01,9.998000e-01
0.000000e+00,5.725143e-02,1.604000e-01,1.761380e+01,1.000000e+00
0.000000e+00,7.566467e-02,2.804000e-01,2.223100e+01,1.000000e+00
0.000000e+00,1.000000e-01,3.941000e-01,2.741440e+01,1.000000e+00
