p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
5.000000e-04,5.000000e-04,0.000000e+00,2.457300e+00,7.278000e-01
6.608104e-04,6.608104e-04,0.000000e+00,3.242200e+00,8.222000e-01
8.733407e-04,8.733407e-04,0.000000e+00,4.253800e+00,8.978000e-01
1.154225e-03,1.154225e-03,0.000000e+00,5.624200e+00,9.486000e-01
1.525448e-03,1.525448e-03,0.000000e+00,7.418900e+00,9.828000e-01
2.016064e-03,2.016064e-03,0.000000e+00,9.832800e+00,9.944000e-01
2.664471e-03,2.664471e-03,0.000000e+00,1.294370e+01,9.991000e-01
3.521421e-03,3.521421e-03,0.000000e+00,1.710040e+01,1.000000e+00
4.653982e-03,4.653982e-03,0.000000e+00,2.259450e+01,1.000000e+00
6.150800e-03,6.150800e-03,0.000000e+00,2.955410e+01,1.000000e+00
8.129024e-03,8.129024e-03,0.000000e+00,3.876280e+01,1.000000e+00
1.074349e-02,1.074349e-02,1.000000e-04,5.104580e+01,1.000000e+00
1.419882e-02,1.419882e-02,1.000000e-04,6.674880e+01,1.000000e+00
1.876545e-02,1.876545e-02,4.000000e-04,8.705780e+01,1.000000e+00
2.480081e-02,2.480081e-02,1.700000e-03,1.132141e+02,1.000000e+00
3.277726e-02,3.277726e-02,6.700000e-03,1.464304e+02,1.000000e+00
4.331910e-02,4.331910e-02,2.960000e-02,1.876207e+02,1.000000e+00
5.725143e-02,5.725143e-02,1.114000e-01,2.379593e+02,1.000000e+00
7.566467e-02,7.566467e-02,3.031000e-01,2.987940e+02,1.000000e+00
1.000000e-01,1.000000e-01,4.622000e-01,3.676427e+02,1.000000e+00
