p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
0.000000e+00,5.000000e-04,0.000000e+00,1.220800e+00,4.765000e-01
0.000000e+00,6.608104e-04,0.000000e+00,1.612900e+00,5.741000e-01
0.000000e+00,8.733407e-04,0.000000e+00,2.147700e+00,6.832000e-01
0.000000e+00,1.154225e-03,0.000000e+00,2.823100e+00,7.824000e-01
0.000000e+00,1.525448e-03,0.000000e+00,3.743200e+00,8.696000e-01
0.000000e+00,2.016064e-03,0.000000e+00,4.923400e+00,9.308000e-01
0.000000e+00,2.664471e-03,0.000000e+00,6.474000e+00,9.702000e-01
0.000000e+00,3.521421e-03,0.000000e+00,8.527600e+00,9.922000e-01
0.000000e+00,4.653982e-03,0.000000e+00,1.128930e+01,9.981000e-01
0.000000e+00,6.150800e-03,0.000000e+00,1.479650e+01,9.996000e-01
0.000000e+00,8.129024e-03,0.000000e+00,1.948600e+01,1.000000e+00
0.000000e+00,1.074349e-02,0.000000e+00,2.561550e+01,1.000000e+00
0.000000e+00,1.419882e-02,1.000000e-04,3.340840e+01,1.000000e+00
0.000000e+00,1.876545e-02,3.000000e-04,4.354650e+01,1.000000e+00
0.000000e+00,2.480081e-02,9.000000e-04,5.657380e+01,1.000000e+00
0.000000e+00,3.277726e-02,8.400000e-03,7.329970e+01,1.000000e+00
0.000000e+00,4.331910e-02,3.180000e-02,9.391710e+01,1.000000e+00
0.000000e+00,5.725143e-02,1.097000e-01,1.189656e+02,1.000000e+00
0.000000e+00,7.566467e-02,3.020000e-01,1.494581e+02,1.000000e+00
0.000000e+00,1.000000e-01,4.690000e-01,1.836503e+02,1.000000e+00
