p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
5.000000e-04,5.000000e-04,0.000000e+00,6.290000e-02,3.900000e-02
6.608104e-04,6.608104e-04,1.000000e-04,7.690000e-02,5.000000e-02
8.733407e-04,8.733407e-04,1.000000e-04,1.048000e-01,6.610000e-02
1.154225e-03,1.154225e-03,0.000000e+00,1.414000e-01,8.750000e-02
1.525448e-03,1.525448e-03,1.000000e-04,1.835000e-01,1.126000e-01
2.016064e-03,2.016064e-03,4.000000e-04,2.497000e-01,1.489000e-01
2.664471e-03,2.664471e-03,6.000000e-04,3.161000e-01,1.885000e-01
3.521421e-03,3.521421e-03,9.000000e-04,4.213000e-01,2.444000e-01
4.653982e-03,4.653982e-03,1.400000e-03,5.698000e-01,3.063000e-01
6.150800e-03,6.150800e-03,3.100000e-03,7.230000e-01,3.789000e-01
8.129024e-03,8.129024e-03,5.200000e-03,9.442000e-01,4.646000e-01
1.074349e-02,1.074349e-02,8.400000e-03,1.272800e+00,5.746000e-01
1.419882e-02,1.419882e-02,1.470000e-02,1.665500e+00,6.768000e-01
1.876545e-02,1.876545e-02,2.010000e-02,2.134000e+00,7.704000e-01
2.480081e-02,2.480081e-02,4.180000e-02,2.784700e+00,8.554000e-01
3.277726e-02,3.277726e-02,6.870000e-02,3.644800e+00,9.240000e-01
4.331910e-02,4.331910e-02,1.045000e-01,4.684400e+00,9.643000e-01
5.725143e-02,5.725143e-02,1.581000e-01,5.916300e+00,9.870000e-01
7.566467e-02,7.566467e-02,2.411000e-01,7.577900e+00,9.981000e-01
1.000000e-01,1.000000e-01,3.329000e-01,9.398900e+00,9.997000e-01
