p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
5.000000e-04,0.000000e+00,0.000000e+00,3.160000e-02,1.980000e-02
6.608104e-04,0.000000e+00,0.000000e+00,4.130000e-02,2.660000e-02
8.733407e-04,0.000000e+00,0.000000e+00,5.300000e-02,3.380000e-02
1.154225e-03,0.000000e+00,1.000000e-04,7.160000e-02,4.400000e-02
1.525448e-03,0.000000e+00,2.000000e-04,8.980000e-02,5.860000e-02
2.016064e-03,0.000000e+00,8.000000e-04,1.236000e-01,7.720000e-02
2.664471e-03,0.000000e+00,5.000000e-04,1.589000e-01,9.900000e-02
3.521421e-03,0.000000e+00,9.000000e-04,2.081000e-01,1.309000e-01
4.653982e-03,0.000000e+00,1.700000e-03,2.837000e-01,1.686000e-01
6.150800e-03,0.000000e+00,2.900000e-03,3.685000e-01,2.159000e-01
8.129024e-03,0.000000e+00,3.800000e-03,4.910000e-01,2.768000e-01
1.074349e-02,0.000000e+00,8.400000e-03,6.338000e-01,3.494000e-01
1.419882e-02,0.000000e+00,1.680000e-02,8.223000e-01,4.228000e-01
1.876545e-02,0.000000e+00,2.010000e-02,1.067200e+00,5.168000e-01
2.480081e-02,0.000000e+00,3.860000e-02,1.371100e+00,6.167000e-01
3.277726e-02,0.000000e+00,6.610000e-02,1.842400e+00,7.288000e-01
4.331910e-02,0.000000e+00,1.065000e-01,2.342100e+00,8.178000e-01
5.725143e-02,0.000000e+00,1.663000e-01,2.989300e+00,8.967000e-01
7.566467e-02,0.000000e+00,2.498000e-01,3.795500e+00,9.541000e-01
1.000000e-01,0.000000e+00,3.350000e-01,4.693700e+00,9.844000e-01
