p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
0.000000e+00,1.000000e-05,5.000000e-05,3.160000e-03,9.700000e-04
0.000000e+00,2.154435e-05,8.000000e-05,6.860000e-03,2.160000e-03
0.000000e+00,4.641589e-05,2.000000e-04,1.410000e-02,4.450000e-03
0.000000e+00,1.000000e-04,5.000000e-04,3.216000e-02,9.960000e-03
0.000000e+00,2.154435e-04,8.300000e-04,6.960000e-02,2.157000e-02
0.000000e+00,4.641589e-04,1.620000e-03,1.476600e-01,4.542000e-02
0.000000e+00,1.000000e-03,4.190000e-03,3.156400e-01,9.492000e-02
0.000000e+00,2.154435e-03,8.270000e-03,6.807600e-01,1.956900e-01
0.000000e+00,4.641589e-03,1.852000e-02,1.431740e+00,3.711200e-01
0.000000e+00,1.000000e-02,4.031000e-02,2.972500e+00,6.361300e-01
