p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
1.000000e-05,1.000000e-05,6.000000e-05,4.644000e-02,1.301000e-02
2.154435e-05,2.154435e-05,4.000000e-05,1.020600e-01,2.839000e-02
4.641589e-05,4.641589e-05,2.100000e-04,2.115800e-01,5.800000e-02
1.000000e-04,1.000000e-04,4.600000e-04,4.610400e-01,1.221000e-01
2.154435e-04,2.154435e-04,7.800000e-04,9.846600e-01,2.444100e-01
4.641589e-04,4.641589e-04,1.650000e-03,2.094880e+00,4.500700e-01
1.000000e-03,1.000000e-03,3.800000e-03,4.417220e+00,7.274500e-01
2.154435e-03,2.154435e-03,8.660000e-03,9.036720e+00,9.388000e-01
4.641589e-03,4.641589e-03,1.882000e-02,1.784866e+01,9.973400e-01
1.000000e-02,1.000000e-02,3.947000e-02,3.343862e+01,1.000000e+00
