p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
1.000000e-05,1.000000e-05,5.000000e-05,6.420000e-03,1.960000e-03
2.154435e-05,2.154435e-05,6.000000e-05,1.330000e-02,4.190000e-03
4.641589e-05,4.641589e-05,1.700000e-04,2.960000e-02,9.400000e-03
1.000000e-04,1.000000e-04,3.200000e-04,6.516000e-02,2.027000e-02
2.154435e-04,2.154435e-04,9.000000e-04,1.374400e-01,4.236000e-02
4.641589e-04,4.641589e-04,1.930000e-03,2.927600e-01,8.819000e-02
1.000000e-03,1.000000e-03,4.220000e-03,6.336600e-01,1.824400e-01
2.154435e-03,2.154435e-03,8.330000e-03,1.330700e+00,3.484800e-01
4.641589e-03,4.641589e-03,1.823000e-02,2.779680e+00,6.057700e-01
1.000000e-02,1.000000e-02,3.943000e-02,5.532760e+00,8.628000e-01
