p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
0.000000e+00,5.000000e-04,0.000000e+00,1.820000e-02,1.373000e-02
0.000000e+00,6.608104e-04,0.000000e+00,2.396000e-02,1.806000e-02
0.000000e+00,8.733407e-04,0.000000e+00,3.256000e-02,2.409000e-02
0.000000e+00,1.154225e-03,0.000000e+00,4.190000e-02,3.110000e-02
0.000000e+00,1.525448e-03,0.000000e+00,5.552000e-02,4.067000e-02
0.000000e+00,2.016064e-03,0.000000e+00,7.229000e-02,5.279000e-02
0.000000e+00,2.664471e-03,0.000000e+00,9.420000e-02,6.915000e-02
0.000000e+00,3.521421e-03,0.000000e+00,1.258100e-01,9.045000e-02
0.000000e+00,4.653982e-03,0.000000e+00,1.675800e-01,1.193900e-01
0.000000e+00,6.150800e-03,0.000000e+00,2.214500e-01,1.550200e-01
0.000000e+00,8.129024e-03,0.000000e+00,2.882600e-01,1.990300e-01
0.000000e+00,1.074349e-02,0.000000e+00,3.800300e-01,2.540000e-01
0.000000e+00,1.419882e-02,0.000000e+00,4.993500e-01,3.222100e-01
0.000000e+00,1.876545e-02,0.000000e+00,6.426200e-01,3.975700e-01
0.000000e+00,2.480081e-02,0.000000e+00,8.421500e-01,4.880500e-01
0.000000e+00,3.277726e-02,0.000000e+00,1.094900e+00,5.905300e-01
0.000000e+00,4.331910e-02,0.000000e+00,1.408060e+00,6.919800e-01
0.000000e+00,5.725143e-02,0.000000e+00,1.800580e+00,7.925800e-01
0.000000e+00,7.566467e-02,0.000000e+00,2.274130e+00,8.735100e-01
0.000000e+00,1.000000e-01,0.000000e+00,2.846220e+00,9.343300e-01
