p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
1.000000e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.060402e-07,0.000000e+00,0.000000e+00,1.066667e-03,6.000000e-04
1.648686e-06,0.000000e+00,2.666667e-04,3.666667e-03,1.933333e-03
6.694330e-06,0.000000e+00,2.133333e-03,1.520000e-02,8.866667e-03
2.718167e-05,0.000000e+00,8.666667e-03,7.140000e-02,3.966667e-02
1.103685e-04,0.000000e+00,3.513333e-02,2.722000e-01,1.424667e-01
4.481405e-04,0.000000e+00,1.242000e-01,1.070200e+00,4.594000e-01
1.819630e-03,0.000000e+00,3.490000e-01,4.161200e+00,9.140000e-01
7.388431e-03,0.000000e+00,4.979333e-01,1.417853e+01,9.998667e-01
3.000000e-02,0.000000e+00,4.954667e-01,3.125053e+01,1.000000e+00
