p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
5.000000e-04,0.000000e+00,0.000000e+00,6.461000e-01,3.050000e-01
6.608104e-04,0.000000e+00,0.000000e+00,8.266000e-01,3.769000e-01
8.733407e-04,0.000000e+00,0.000000e+00,1.114400e+00,4.668000e-01
1.154225e-03,0.000000e+00,0.000000e+00,1.474900e+00,5.681000e-01
1.525448e-03,0.000000e+00,0.000000e+00,1.953600e+00,6.770000e-01
2.016064e-03,0.000000e+00,0.000000e+00,2.529000e+00,7.689000e-01
2.664471e-03,0.000000e+00,0.000000e+00,3.295000e+00,8.501000e-01
3.521421e-03,0.000000e+00,0.000000e+00,4.320600e+00,9.228000e-01
4.653982e-03,0.000000e+00,1.000000e-04,5.551200e+00,9.625000e-01
6.150800e-03,0.000000e+00,5.000000e-04,7.187000e+00,9.867000e-01
8.129024e-03,0.000000e+00,1.100000e-03,9.100500e+00,9.965000e-01
1.074349e-02,0.000000e+00,4.200000e-03,1.159950e+01,9.992000e-01
1.419882e-02,0.000000e+00,1.160000e-02,1.448840e+01,1.000000e+00
1.876545e-02,0.000000e+00,4.300000e-02,1.796830e+01,1.000000e+00
2.480081e-02,0.000000e+00,1.125000e-01,2.162320e+01,1.000000e+00
3.277726e-02,0.000000e+00,2.343000e-01,2.532680e+01,1.000000e+00
4.331910e-02,0.000000e+00,3.880000e-01,2.895320e+01,1.000000e+00
5.725143e-02,0.000000e+00,4.820000e-01,3.197370e+01,1.000000e+00
7.566467e-02,0.000000e+00,4.995000e-01,3.418880e+01,1.000000e+00
1.000000e-01,0.000000e+00,5.138000e-01,3.543350e+01,1.000000e+00
