p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
5.000000e-04,5.000000e-04,0.000000e+00,1.276300e+00,5.129000e-01
6.608104e-04,6.608104e-04,0.000000e+00,1.695000e+00,6.141000e-01
8.733407e-04,8.733407e-04,0.000000e+00,2.260800e+00,7.169000e-01
1.154225e-03,1.154225e-03,0.000000e+00,2.993900e+00,8.203000e-01
1.525448e-03,1.525448e-03,0.000000e+00,3.914200e+00,8.884000e-01
2.016064e-03,2.016064e-03,0.000000e+00,5.152800e+00,9.459000e-01
2.664471e-03,2.664471e-03,0.000000e+00,6.708600e+00,9.791000e-01
3.521421e-03,3.521421e-03,0.000000e+00,8.849400e+00,9.934000e-01
4.653982e-03,4.653982e-03,0.000000e+00,1.164050e+01,9.989000e-01
6.150800e-03,6.150800e-03,0.000000e+00,1.498330e+01,9.997000e-01
8.129024e-03,8.129024e-03,1.000000e-04,1.951730e+01,1.000000e+00
1.074349e-02,1.074349e-02,1.000000e-04,2.523050e+01,1.000000e+00
1.419882e-02,1.419882e-02,3.000000e-04,3.220570e+01,1.000000e+00
1.876545e-02,1.876545e-02,1.000000e-03,4.093330e+01,1.000000e+00
2.480081e-02,2.480081e-02,4.200000e-03,5.144650e+01,1.000000e+00
3.277726e-02,3.277726e-02,1.520000e-02,6.419920e+01,1.000000e+00
4.331910e-02,4.331910e-02,4.910000e-02,7.877630e+01,1.000000e+00
5.725143e-02,5.725143e-02,1.465000e-01,9.522640e+01,1.000000e+00
7.566467e-02,7.566467e-02,3.128000e-01,1.136099e+02,1.000000e+00
1.000000e-01,1.000000e-01,4.591000e-01,1.334103e+02,1.000000e+00
