p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
0.000000e+00,5.000000e-04,0.000000e+00,2.977000e-01,1.589000e-01
0.000000e+00,6.608104e-04,0.000000e+00,3.936000e-01,2.061000e-01
0.000000e+00,8.733407e-04,0.000000e+00,5.206000e-01,2.635000e-01
0.000000e+00,1.154225e-03,0.000000e+00,6.822000e-01,3.288000e-01
0.000000e+00,1.525448e-03,0.000000e+00,8.905000e-01,4.082000e-01
0.000000e+00,2.016064e-03,0.000000e+00,1.177800e+00,5.013000e-01
0.000000e+00,2.664471e-03,0.000000e+00,1.555800e+00,5.906000e-01
0.000000e+00,3.521421e-03,0.000000e+00,2.061700e+00,7.016000e-01
0.000000e+00,4.653982e-03,0.000000e+00,2.721600e+00,8.016000e-01
0.000000e+00,6.150800e-03,1.000000e-04,3.600200e+00,8.830000e-01
0.000000e+00,8.129024e-03,0.000000e+00,4.696800e+00,9.408000e-01
0.000000e+00,1.074349e-02,5.000000e-04,6.157500e+00,9.762000e-01
0.000000e+00,1.419882e-02,1.200000e-03,8.075900e+00,9.939000e-01
0.000000e+00,1.876545e-02,3.200000e-03,1.046650e+01,9.986000e-01
0.000000e+00,2.480081e-02,8.400000e-03,1.357440e+01,9.999000e-01
0.000000e+00,3.277726e-02,2.610000e-02,1.762670e+01,1.000000e+00
0.000000e+00,4.331910e-02,6.910000e-02,2.262040e+01,1.000000e+00
0.000000e+00,5.725143e-02,1.424000e-01,2.875350e+01,1.000000e+00
0.000000e+00,7.566467e-02,2.956000e-01,3.615300e+01,1.000000e+00
0.000000e+00,1.000000e-01,4.236000e-01,4.470430e+01,1.000000e+00
