p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
5.000000e-04,0.000000e+00,0.000000e+00,1.196890e+01,9.993000e-01
6.608104e-04,0.000000e+00,0.000000e+00,1.577850e+01,1.000000e+00
8.733407e-04,0.000000e+00,0.000000e+00,2.070280e+01,1.000000e+00
1.154225e-03,0.000000e+00,0.000000e+00,2.737080e+01,1.000000e+00
1.525448e-03,0.000000e+00,0.000000e+00,3.583150e+01,1.000000e+00
2.016064e-03,0.000000e+00,1.000000e-04,4.700110e+01,1.000000e+00
2.664471e-03,0.000000e+00,0.000000e+00,6.150050e+01,1.000000e+00
3.521421e-03,0.000000e+00,2.000000e-04,8.029610e+01,1.000000e+00
4.653982e-03,0.000000e+00,3.000000e-04,1.042153e+02,1.000000e+00
6.150800e-03,0.000000e+00,1.800000e-03,1.345037e+02,1.000000e+00
8.129024e-03,0.000000e+00,7.800000e-03,1.723074e+02,1.000000e+00
1.074349e-02,0.000000e+00,2.660000e-02,2.188080e+02,1.000000e+00
1.419882e-02,0.000000e+00,7.640000e-02,2.743285e+02,1.000000e+00
1.876545e-02,0.000000e+00,1.997000e-01,3.392395e+02,1.000000e+00
2.480081e-02,0.000000e+00,3.768000e-01,4.110615e+02,1.000000e+00
3.277726e-02,0.000000e+00,4.975000e-01,4.875307e+02,1.000000e+00
4.331910e-02,0.000000e+00,5.074000e-01,5.629106e+02,1.000000e+00
5.725143e-02,0.000000e+00,4.925000e-01,6.318631e+02,1.000000e+00
7.566467e-02,0.000000e+00,4.990000e-01,6.900106e+02,1.000000e+00
1.000000e-01,0.000000e+00,5.040000e-01,7.364118e+02,1.000000e+00
