p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
0.000000e+00,5.000000e-04,0.000000e+00,3.220000e-01,2.140000e-01
0.000000e+00,6.608104e-04,0.000000e+00,4.210000e-01,2.710000e-01
0.000000e+00,8.733407e-04,0.000000e+00,5.630000e-01,3.430000e-01
0.000000e+00,1.154225e-03,2.000000e-03,8.050000e-01,4.460000e-01
0.000000e+00,1.525448e-03,0.000000e+00,1.037000e+00,5.470000e-01
0.000000e+00,2.016064e-03,3.000000e-03,1.345000e+00,6.290000e-01
0.000000e+00,2.664471e-03,2.000000e-03,1.770000e+00,7.100000e-01
0.000000e+00,3.521421e-03,3.000000e-03,2.286000e+00,7.900000e-01
0.000000e+00,4.653982e-03,8.000000e-03,3.144000e+00,9.040000e-01
0.000000e+00,6.150800e-03,1.700000e-02,4.126000e+00,9.390000e-01
0.000000e+00,8.129024e-03,1.400000e-02,5.202000e+00,9.740000e-01
0.000000e+00,1.074349e-02,3.900000e-02,6.788000e+00,9.970000e-01
0.000000e+00,1.419882e-02,6.000000e-02,9.103000e+00,9.990000e-01
0.000000e+00,1.876545e-02,9.600000e-02,1.194300e+01,1.000000e+00
0.000000e+00,2.480081e-02,1.680000e-01,1.535800e+01,1.000000e+00
0.000000e+00,3.277726e-02,2.300000e-01,1.980400e+01,1.000000e+00
0.000000e+00,4.331910e-02,3.260000e-01,2.586700e+01,1.000000e+00
0.000000e+00,5.725143e-02,4.270000e-01,3.355300e+01,1.000000e+00
0.000000e+00,7.566467e-02,4.690000e-01,4.195300e+01,1.000000e+00
0.000000e+00,1.000000e-01,5.020000e-01,5.203000e+01,1.000000e+00
