p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
5.000000e-04,0.000000e+00,0.000000e+00,3.610000e-01,2.340000e-01
6.608104e-04,0.000000e+00,0.000000e+00,5.160000e-01,3.230000e-01
8.733407e-04,0.000000e+00,0.000000e+00,6.280000e-01,3.800000e-01
1.154225e-03,0.000000e+00,0.000000e+00,8.650000e-01,4.650000e-01
1.525448e-03,0.000000e+00,2.000000e-03,1.140000e+00,5.800000e-01
2.016064e-03,0.000000e+00,4.000000e-03,1.531000e+00,6.930000e-01
2.664471e-03,0.000000e+00,3.000000e-03,1.988000e+00,7.720000e-01
3.521421e-03,0.000000e+00,4.000000e-03,2.709000e+00,8.760000e-01
4.653982e-03,0.000000e+00,6.000000e-03,3.443000e+00,9.210000e-01
6.150800e-03,0.000000e+00,2.600000e-02,4.440000e+00,9.640000e-01
8.129024e-03,0.000000e+00,1.900000e-02,5.722000e+00,9.900000e-01
1.074349e-02,0.000000e+00,6.000000e-02,7.684000e+00,9.980000e-01
1.419882e-02,0.000000e+00,9.400000e-02,9.948000e+00,1.000000e+00
1.876545e-02,0.000000e+00,1.230000e-01,1.286100e+01,1.000000e+00
2.480081e-02,0.000000e+00,2.130000e-01,1.671100e+01,1.000000e+00
3.277726e-02,0.000000e+00,2.920000e-01,2.120100e+01,1.000000e+00
4.331910e-02,0.000000e+00,3.840000e-01,2.700200e+01,1.000000e+00
5.725143e-02,0.000000e+00,4.490000e-01,3.383200e+01,1.000000e+00
7.566467e-02,0.000000e+00,4.730000e-01,4.130200e+01,1.000000e+00
1.000000e-01,0.000000e+00,4.970000e-01,4.994200e+01,1.000000e+00
