p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
5.000000e-04,0.000000e+00,0.000000e+00,1.001730e+01,9.964000e-01
6.608104e-04,0.000000e+00,0.000000e+00,1.321130e+01,9.996000e-01
8.733407e-04,0.000000e+00,0.000000e+00,1.744720e+01,9.998000e-01
1.154225e-03,0.000000e+00,0.000000e+00,2.305180e+01,1.000000e+00
1.525448e-03,0.000000e+00,0.000000e+00,3.034590e+01,1.000000e+00
2.016064e-03,0.000000e+00,0.000000e+00,4.009140e+01,1.000000e+00
2.664471e-03,0.000000e+00,0.000000e+00,5.293650e+01,1.000000e+00
3.521421e-03,0.000000e+00,0.000000e+00,6.980050e+01,1.000000e+00
4.653982e-03,0.000000e+00,1.000000e-04,9.208200e+01,1.000000e+00
6.150800e-03,0.000000e+00,0.000000e+00,1.211496e+02,1.000000e+00
8.129024e-03,0.000000e+00,2.000000e-04,1.594247e+02,1.000000e+00
1.074349e-02,0.000000e+00,1.200000e-03,2.094995e+02,1.000000e+00
1.419882e-02,0.000000e+00,1.900000e-03,2.739514e+02,1.000000e+00
1.876545e-02,0.000000e+00,9.700000e-03,3.572388e+02,1.000000e+00
2.480081e-02,0.000000e+00,3.010000e-02,4.646535e+02,1.000000e+00
3.277726e-02,0.000000e+00,8.830000e-02,6.006344e+02,1.000000e+00
4.331910e-02,0.000000e+00,2.147000e-01,7.714640e+02,1.000000e+00
5.725143e-02,0.000000e+00,4.029000e-01,9.809361e+02,1.000000e+00
7.566467e-02,0.000000e+00,4.950000e-01,1.231625e+03,1.000000e+00
1.000000e-01,0.000000e+00,5.022000e-01,1.523686e+03,1.000000e+00
