p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
5.000000e-04,5.000000e-04,0.000000e+00,6.544000e+00,9.761000e-01
6.608104e-04,6.608104e-04,0.000000e+00,8.696400e+00,9.930000e-01
8.733407e-04,8.733407e-04,0.000000e+00,1.146050e+01,9.984000e-01
1.154225e-03,1.154225e-03,0.000000e+00,1.516020e+01,9.996000e-01
1.525448e-03,1.525448e-03,1.000000e-04,1.994270e+01,1.000000e+00
2.016064e-03,2.016064e-03,0.000000e+00,2.630340e+01,1.000000e+00
2.664471e-03,2.664471e-03,0.000000e+00,3.465930e+01,1.000000e+00
3.521421e-03,3.521421e-03,3.000000e-04,4.581990e+01,1.000000e+00
4.653982e-03,4.653982e-03,4.000000e-04,6.040110e+01,1.000000e+00
6.150800e-03,6.150800e-03,1.500000e-03,7.944830e+01,1.000000e+00
8.129024e-03,8.129024e-03,4.700000e-03,1.042932e+02,1.000000e+00
1.074349e-02,1.074349e-02,6.700000e-03,1.372372e+02,1.000000e+00
1.419882e-02,1.419882e-02,1.490000e-02,1.798042e+02,1.000000e+00
1.876545e-02,1.876545e-02,3.680000e-02,2.345057e+02,1.000000e+00
2.480081e-02,2.480081e-02,8.070000e-02,3.051832e+02,1.000000e+00
3.277726e-02,3.277726e-02,1.622000e-01,3.946788e+02,1.000000e+00
4.331910e-02,4.331910e-02,2.926000e-01,5.073172e+02,1.000000e+00
5.725143e-02,5.725143e-02,4.306000e-01,6.462403e+02,1.000000e+00
7.566467e-02,7.566467e-02,4.947000e-01,8.128174e+02,1.000000e+00
1.000000e-01,1.000000e-01,4.932000e-01,1.006915e+03,1.000000e+00
