p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
5.000000e-04,0.000000e+00,2.000000e-04,5.787000e-01,3.168000e-01
6.608104e-04,0.000000e+00,2.000000e-04,7.620000e-01,3.940000e-01
8.733407e-04,0.000000e+00,4.000000e-04,1.015100e+00,4.904000e-01
1.154225e-03,0.000000e+00,3.000000e-04,1.338700e+00,5.929000e-01
1.525448e-03,0.000000e+00,1.000000e-03,1.786900e+00,6.946000e-01
2.016064e-03,0.000000e+00,1.900000e-03,2.374000e+00,7.982000e-01
2.664471e-03,0.000000e+00,2.700000e-03,3.112100e+00,8.733000e-01
3.521421e-03,0.000000e+00,4.100000e-03,4.098000e+00,9.404000e-01
4.653982e-03,0.000000e+00,8.700000e-03,5.402900e+00,9.725000e-01
6.150800e-03,0.000000e+00,1.310000e-02,7.107500e+00,9.910000e-01
8.129024e-03,0.000000e+00,2.290000e-02,9.314300e+00,9.979000e-01
1.074349e-02,0.000000e+00,4.490000e-02,1.234050e+01,9.999000e-01
1.419882e-02,0.000000e+00,6.800000e-02,1.617020e+01,1.000000e+00
1.876545e-02,0.000000e+00,1.169000e-01,2.097160e+01,1.000000e+00
2.480081e-02,0.000000e+00,1.793000e-01,2.737660e+01,1.000000e+00
3.277726e-02,0.000000e+00,2.642000e-01,3.561150e+01,1.000000e+00
4.331910e-02,0.000000e+00,3.502000e-01,4.596540e+01,1.000000e+00
5.725143e-02,0.000000e+00,4.315000e-01,5.865350e+01,1.000000e+00
7.566467e-02,0.000000e+00,4.802000e-01,7.472400e+01,1.000000e+00
1.000000e-01,0.000000e+00,4.999000e-01,9.331110e+01,1.000000e+00
