p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
0.000000e+00,5.000000e-04,0.000000e+00,3.248900e+00,8.374000e-01
0.000000e+00,6.608104e-04,0.000000e+00,4.256500e+00,9.084000e-01
0.000000e+00,8.733407e-04,0.000000e+00,5.607700e+00,9.571000e-01
0.000000e+00,1.154225e-03,0.000000e+00,7.419600e+00,9.836000e-01
0.000000e+00,1.525448e-03,0.000000e+00,9.763700e+00,9.963000e-01
0.000000e+00,2.016064e-03,0.000000e+00,1.290590e+01,9.994000e-01
0.000000e+00,2.664471e-03,1.000000e-04,1.705390e+01,1.000000e+00
0.000000e+00,3.521421e-03,0.000000e+00,2.255490e+01,1.000000e+00
0.000000e+00,4.653982e-03,3.000000e-04,2.968160e+01,1.000000e+00
0.000000e+00,6.150800e-03,7.000000e-04,3.890790e+01,1.000000e+00
0.000000e+00,8.129024e-03,2.500000e-03,5.115820e+01,1.000000e+00
0.000000e+00,1.074349e-02,6.600000e-03,6.723920e+01,1.000000e+00
0.000000e+00,1.419882e-02,1.720000e-02,8.801940e+01,1.000000e+00
0.000000e+00,1.876545e-02,3.440000e-02,1.149026e+02,1.000000e+00
0.000000e+00,2.480081e-02,8.830000e-02,1.495104e+02,1.000000e+00
0.000000e+00,3.277726e-02,1.646000e-01,1.932310e+02,1.000000e+00
0.000000e+00,4.331910e-02,2.946000e-01,2.481081e+02,1.000000e+00
0.000000e+00,5.725143e-02,4.263000e-01,3.154578e+02,1.000000e+00
0.000000e+00,7.566467e-02,4.915000e-01,3.971289e+02,1.000000e+00
0.000000e+00,1.000000e-01,4.996000e-01,4.907821e+02,1.000000e+00
