p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
5.000000e-04,5.000000e-04,0.000000e+00,3.695000e-01,1.876000e-01
6.608104e-04,6.608104e-04,0.000000e+00,4.814000e-01,2.394000e-01
8.733407e-04,8.733407e-04,0.000000e+00,6.381000e-01,3.055000e-01
1.154225e-03,1.154225e-03,0.000000e+00,8.235000e-01,3.798000e-01
1.525448e-03,1.525448e-03,0.000000e+00,1.081600e+00,4.672000e-01
2.016064e-03,2.016064e-03,0.000000e+00,1.443100e+00,5.707000e-01
2.664471e-03,2.664471e-03,0.000000e+00,1.899300e+00,6.652000e-01
3.521421e-03,3.521421e-03,1.000000e-04,2.520800e+00,7.670000e-01
4.653982e-03,4.653982e-03,0.000000e+00,3.355000e+00,8.554000e-01
6.150800e-03,6.150800e-03,2.000000e-04,4.387100e+00,9.249000e-01
8.129024e-03,8.129024e-03,9.000000e-04,5.718000e+00,9.638000e-01
1.074349e-02,1.074349e-02,1.500000e-03,7.537300e+00,9.878000e-01
1.419882e-02,1.419882e-02,3.500000e-03,9.890600e+00,9.971000e-01
1.876545e-02,1.876545e-02,6.700000e-03,1.283510e+01,9.997000e-01
2.480081e-02,2.480081e-02,1.880000e-02,1.668260e+01,1.000000e+00
3.277726e-02,3.277726e-02,3.750000e-02,2.168120e+01,1.000000e+00
4.331910e-02,4.331910e-02,7.550000e-02,2.777400e+01,1.000000e+00
5.725143e-02,5.725143e-02,1.638000e-01,3.531510e+01,1.000000e+00
7.566467e-02,7.566467e-02,2.763000e-01,4.444040e+01,1.000000e+00
1.000000e-01,1.000000e-01,4.029000e-01,5.481900e+01,1.000000e+00
