p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
5.000000e-04,5.000000e-04,0.000000e+00,3.704000e-01,1.876000e-01
6.608104e-04,6.608104e-04,0.000000e+00,4.849000e-01,2.394000e-01
8.733407e-04,8.733407e-04,0.000000e+00,6.359000e-01,3.055000e-01
1.154225e-03,1.154225e-03,0.000000e+00,8.251000e-01,3.798000e-01
1.525448e-03,1.525448e-03,0.000000e+00,1.082700e+00,4.672000e-01
2.016064e-03,2.016064e-03,0.000000e+00,1.450300e+00,5.707000e-01
2.664471e-03,2.664471e-03,1.000000e-04,1.901800e+00,6.652000e-01
3.521421e-03,3.521421e-03,1.000000e-04,2.522300e+00,7.670000e-01
4.653982e-03,4.653982e-03,3.000000e-04,3.352200e+00,8.554000e-01
6.150800e-03,6.150800e-03,3.000000e-04,4.386700e+00,9.248000e-01
8.129024e-03,8.129024e-03,4.000000e-04,5.732600e+00,9.638000e-01
1.074349e-02,1.074349e-02,9.000000e-04,7.543700e+00,9.878000e-01
1.419882e-02,1.419882e-02,4.700000e-03,9.875100e+00,9.971000e-01
1.876545e-02,1.876545e-02,5.800000e-03,1.284050e+01,9.997000e-01
2.480081e-02,2.480081e-02,1.700000e-02,1.668120e+01,1.000000e+00
3.277726e-02,3.277726e-02,3.710000e-02,2.167880e+01,1.000000e+00
4.331910e-02,4.331910e-02,8.150000e-02,2.775320e+01,1.000000e+00
5.725143e-02,5.725143e-02,1.561000e-01,3.529550e+01,1.000000e+00
7.566467e-02,7.566467e-02,2.791000e-01,4.443040e+01,1.000000e+00
1.000000e-01,1.000000e-01,3.997000e-01,5.484660e+01,1.000000e+00
