p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
1.000000e-04,0.000000e+00,0.000000e+00,2.360000e-02,1.160000e-02
2.576301e-04,0.000000e+00,0.000000e+00,5.830000e-02,2.750000e-02
6.637329e-04,0.000000e+00,0.000000e+00,1.591000e-01,7.480000e-02
1.709976e-03,0.000000e+00,0.000000e+00,4.314000e-01,1.864000e-01
4.405413e-03,0.000000e+00,1.000000e-04,1.054100e+00,4.025000e-01
1.134967e-02,0.000000e+00,5.000000e-04,2.715800e+00,7.400000e-01
2.924018e-02,0.000000e+00,1.030000e-02,6.688300e+00,9.709000e-01
7.533151e-02,0.000000e+00,1.117000e-01,1.577510e+01,9.999000e-01
1.940767e-01,0.000000e+00,4.646000e-01,3.321570e+01,1.000000e+00
5.000000e-01,0.000000e+00,4.942000e-01,5.155950e+01,1.000000e+00
