p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
5.000000e-04,5.000000e-04,0.000000e+00,2.455700e+00,7.278000e-01
6.608104e-04,6.608104e-04,0.000000e+00,3.246200e+00,8.222000e-01
8.733407e-04,8.733407e-04,0.000000e+00,4.260500e+00,8.978000e-01
1.154225e-03,1.154225e-03,0.000000e+00,5.629000e+00,9.486000e-01
1.525448e-03,1.525448e-03,0.000000e+00,7.409100e+00,9.828000e-01
2.016064e-03,2.016064e-03,0.000000e+00,9.827700e+00,9.944000e-01
2.664471e-03,2.664471e-03,0.000000e+00,1.294520e+01,9.991000e-01
3.521421e-03,3.521421e-03,0.000000e+00,1.710180e+01,1.000000e+00
4.653982e-03,4.653982e-03,0.000000e+00,2.260500e+01,1.000000e+00
6.150800e-03,6.150800e-03,0.000000e+00,2.954620e+01,1.000000e+00
8.129024e-03,8.129024e-03,0.000000e+00,3.879410e+01,1.000000e+00
1.074349e-02,1.074349e-02,0.000000e+00,5.108180e+01,1.000000e+00
1.419882e-02,1.419882e-02,0.000000e+00,6.675330e+01,1.000000e+00
1.876545e-02,1.876545e-02,5.000000e-04,8.708370e+01,1.000000e+00
2.480081e-02,2.480081e-02,1.200000e-03,1.132006e+02,1.000000e+00
3.277726e-02,3.277726e-02,8.300000e-03,1.463919e+02,1.000000e+00
4.331910e-02,4.331910e-02,3.130000e-02,1.876488e+02,1.000000e+00
5.725143e-02,5.725143e-02,1.190000e-01,2.379371e+02,1.000000e+00
7.566467e-02,7.566467e-02,2.986000e-01,2.988002e+02,1.000000e+00
1.000000e-01,1.000000e-01,4.707000e-01,3.676776e+02,1.000000e+00
